"destino","exportaciones_acum","año","mes","tipo_destino","exportaciones_mensual_raw","correccion_estadistica","exportaciones_mensual"
"AFRICA",104165818,2017,1,"agregado",104165818,FALSE,104165818
"AFRICA",217600919,2017,2,"agregado",113435101,FALSE,113435101
"AFRICA",394817186,2017,3,"agregado",177216267,FALSE,177216267
"AFRICA",563661170,2017,4,"agregado",168843984,FALSE,168843984
"AFRICA",681887537,2017,5,"agregado",118226367,FALSE,118226367
"AFRICA",811309676.29,2017,6,"agregado",129422139.29,FALSE,129422139.29
"AFRICA",946584565,2017,7,"agregado",135274888.71,FALSE,135274888.71
"AFRICA",1105104817.87,2017,8,"agregado",158520252.87,FALSE,158520252.87
"AFRICA",1205048744,2017,9,"agregado",99943926.1300001,FALSE,99943926.1300001
"AFRICA",1380358795,2017,10,"agregado",175310051,FALSE,175310051
"AFRICA",1489191702,2017,11,"agregado",108832907,FALSE,108832907
"AFRICA",1657302681,2017,12,"agregado",168110979,FALSE,168110979
"AMERICA",256838917,2017,1,"agregado",256838917,FALSE,256838917
"AMERICA",463739753,2017,2,"agregado",206900836,FALSE,206900836
"AMERICA",672331066,2017,3,"agregado",208591313,FALSE,208591313
"AMERICA",978160069,2017,4,"agregado",305829003,FALSE,305829003
"AMERICA",1344244912,2017,5,"agregado",366084843,FALSE,366084843
"AMERICA",1645913113.76,2017,6,"agregado",301668201.76,FALSE,301668201.76
"AMERICA",2033797716,2017,7,"agregado",387884602.24,FALSE,387884602.24
"AMERICA",2335387844.44,2017,8,"agregado",301590128.44,FALSE,301590128.44
"AMERICA",2574453743,2017,9,"agregado",239065898.56,FALSE,239065898.56
"AMERICA",2816145332,2017,10,"agregado",241691589,FALSE,241691589
"AMERICA",3020043447,2017,11,"agregado",203898115,FALSE,203898115
"AMERICA",3275285067,2017,12,"agregado",255241620,FALSE,255241620
"ASIA",460053276,2017,1,"agregado",460053276,FALSE,460053276
"ASIA",783552314,2017,2,"agregado",323499038,FALSE,323499038
"ASIA",1276066581,2017,3,"agregado",492514267,FALSE,492514267
"ASIA",1744289815,2017,4,"agregado",468223234,FALSE,468223234
"ASIA",2358035450,2017,5,"agregado",613745635,FALSE,613745635
"ASIA",2797142061.12,2017,6,"agregado",439106611.12,FALSE,439106611.12
"ASIA",3272967780,2017,7,"agregado",475825718.88,FALSE,475825718.88
"ASIA",3834845292.08,2017,8,"agregado",561877512.08,FALSE,561877512.08
"ASIA",4188051807,2017,9,"agregado",353206514.92,FALSE,353206514.92
"ASIA",4671592897,2017,10,"agregado",483541090,FALSE,483541090
"ASIA",5047616233,2017,11,"agregado",376023336,FALSE,376023336
"ASIA",5508504558,2017,12,"agregado",460888325,FALSE,460888325
"Afganistán",93832,2017,2,"pais",93832,FALSE,93832
"Afganistán",93832,2017,3,"pais",0,FALSE,0
"Afganistán",93832,2017,4,"pais",0,FALSE,0
"Afganistán",93832,2017,5,"pais",0,FALSE,0
"Afganistán",93831.55,2017,6,"pais",-0.44999999999709,TRUE,0
"Afganistán",93832,2017,7,"pais",0.44999999999709,FALSE,0.44999999999709
"Afganistán",93831.55,2017,8,"pais",-0.44999999999709,TRUE,0
"Afganistán",93832,2017,9,"pais",0.44999999999709,FALSE,0.44999999999709
"Afganistán",99887,2017,10,"pais",6055,FALSE,6055
"Afganistán",99887,2017,11,"pais",0,FALSE,0
"Afganistán",100993,2017,12,"pais",1106,FALSE,1106
"Albania",0,2017,1,"pais",0,FALSE,0
"Albania",0,2017,2,"pais",0,FALSE,0
"Albania",3111,2017,3,"pais",3111,FALSE,3111
"Albania",5957,2017,4,"pais",2846,FALSE,2846
"Albania",7245,2017,5,"pais",1288,FALSE,1288
"Albania",62109.56,2017,6,"pais",54864.56,FALSE,54864.56
"Albania",62110,2017,7,"pais",0.440000000002328,FALSE,0.440000000002328
"Albania",133441.46,2017,8,"pais",71331.46,FALSE,71331.46
"Albania",132664,2017,9,"pais",-777.459999999992,TRUE,0
"Albania",134008,2017,10,"pais",1344,FALSE,1344
"Albania",135245,2017,11,"pais",1237,FALSE,1237
"Albania",139878,2017,12,"pais",4633,FALSE,4633
"Angola",1049077,2017,1,"pais",1049077,FALSE,1049077
"Angola",1049077,2017,2,"pais",0,FALSE,0
"Angola",1398026,2017,3,"pais",348949,FALSE,348949
"Angola",1403972,2017,4,"pais",5946,FALSE,5946
"Angola",1643377,2017,5,"pais",239405,FALSE,239405
"Angola",1721030.48,2017,6,"pais",77653.48,FALSE,77653.48
"Angola",1753562,2017,7,"pais",32531.52,FALSE,32531.52
"Angola",1827085.42,2017,8,"pais",73523.4199999999,FALSE,73523.4199999999
"Angola",2094382,2017,9,"pais",267296.58,FALSE,267296.58
"Angola",2750043,2017,10,"pais",655661,FALSE,655661
"Angola",3658447,2017,11,"pais",908404,FALSE,908404
"Angola",4588945,2017,12,"pais",930498,FALSE,930498
"Antillas Holandesas",171814,2017,1,"pais",171814,FALSE,171814
"Antillas Holandesas",382274,2017,2,"pais",210460,FALSE,210460
"Antillas Holandesas",473982,2017,3,"pais",91708,FALSE,91708
"Antillas Holandesas",542122,2017,4,"pais",68140,FALSE,68140
"Antillas Holandesas",717082,2017,5,"pais",174960,FALSE,174960
"Antillas Holandesas",810744.35,2017,6,"pais",93662.35,FALSE,93662.35
"Antillas Holandesas",887541,2017,7,"pais",76796.65,FALSE,76796.65
"Antillas Holandesas",1081908.09,2017,8,"pais",194367.09,FALSE,194367.09
"Antillas Holandesas",1143895,2017,9,"pais",61986.9099999999,FALSE,61986.9099999999
"Antillas Holandesas",1298711,2017,10,"pais",154816,FALSE,154816
"Antillas Holandesas",8908862,2017,11,"pais",7610151,FALSE,7610151
"Antillas Holandesas",8908862,2017,12,"pais",0,FALSE,0
"Arabia Saudita",20708429,2017,1,"pais",20708429,FALSE,20708429
"Arabia Saudita",22012450,2017,2,"pais",1304021,FALSE,1304021
"Arabia Saudita",23643956,2017,3,"pais",1631506,FALSE,1631506
"Arabia Saudita",33800634,2017,4,"pais",10156678,FALSE,10156678
"Arabia Saudita",50837331,2017,5,"pais",17036697,FALSE,17036697
"Arabia Saudita",70894126.88,2017,6,"pais",20056795.88,FALSE,20056795.88
"Arabia Saudita",88895776,2017,7,"pais",18001649.12,FALSE,18001649.12
"Arabia Saudita",112747488.49,2017,8,"pais",23851712.49,FALSE,23851712.49
"Arabia Saudita",126612448,2017,9,"pais",13864959.51,FALSE,13864959.51
"Arabia Saudita",132942401,2017,10,"pais",6329953,FALSE,6329953
"Arabia Saudita",150854561,2017,11,"pais",17912160,FALSE,17912160
"Arabia Saudita",171270709,2017,12,"pais",20416148,FALSE,20416148
"Argelia",52595526,2017,1,"pais",52595526,FALSE,52595526
"Argelia",87129343,2017,2,"pais",34533817,FALSE,34533817
"Argelia",156299740,2017,3,"pais",69170397,FALSE,69170397
"Argelia",192567936,2017,4,"pais",36268196,FALSE,36268196
"Argelia",252947363,2017,5,"pais",60379427,FALSE,60379427
"Argelia",272079613.24,2017,6,"pais",19132250.24,FALSE,19132250.24
"Argelia",296889297,2017,7,"pais",24809683.76,FALSE,24809683.76
"Argelia",324454465.59,2017,8,"pais",27565168.59,FALSE,27565168.59
"Argelia",353910526,2017,9,"pais",29456060.41,FALSE,29456060.41
"Argelia",403736975,2017,10,"pais",49826449,FALSE,49826449
"Argelia",438986448,2017,11,"pais",35249473,FALSE,35249473
"Argelia",512609156,2017,12,"pais",73622708,FALSE,73622708
"Armenia",4290,2017,1,"pais",4290,FALSE,4290
"Armenia",5763,2017,2,"pais",1473,FALSE,1473
"Armenia",8474,2017,3,"pais",2711,FALSE,2711
"Armenia",8474,2017,4,"pais",0,FALSE,0
"Armenia",17348,2017,5,"pais",8874,FALSE,8874
"Armenia",26843,2017,7,"pais",9495,FALSE,9495
"Armenia",30217.27,2017,8,"pais",3374.27,FALSE,3374.27
"Armenia",28121,2017,9,"pais",-2096.27,TRUE,0
"Armenia",31897,2017,10,"pais",3776,FALSE,3776
"Armenia",40297,2017,11,"pais",8400,FALSE,8400
"Armenia",44632,2017,12,"pais",4335,FALSE,4335
"Aruba",67962,2017,2,"pais",67962,FALSE,67962
"Aruba",67962,2017,3,"pais",0,FALSE,0
"Aruba",128697,2017,4,"pais",60735,FALSE,60735
"Aruba",128697,2017,5,"pais",0,FALSE,0
"Aruba",241707,2017,7,"pais",113010,FALSE,113010
"Aruba",241706.89,2017,8,"pais",-0.10999999998603,TRUE,0
"Aruba",241707,2017,9,"pais",0.10999999998603,FALSE,0.10999999998603
"Aruba",241707,2017,10,"pais",0,FALSE,0
"Aruba",355289,2017,11,"pais",113582,FALSE,113582
"Aruba",355289,2017,12,"pais",0,FALSE,0
"Australia",13020561,2017,1,"pais",13020561,FALSE,13020561
"Australia",22947841,2017,2,"pais",9927280,FALSE,9927280
"Australia",23372601,2017,3,"pais",424760,FALSE,424760
"Australia",24325710,2017,4,"pais",953109,FALSE,953109
"Australia",38358253,2017,5,"pais",14032543,FALSE,14032543
"Australia",48050620.12,2017,6,"pais",9692367.12,FALSE,9692367.12
"Australia",57394362,2017,7,"pais",9343741.88,FALSE,9343741.88
"Australia",80160825.27,2017,8,"pais",22766463.27,FALSE,22766463.27
"Australia",85725750,2017,9,"pais",5564924.73,FALSE,5564924.73
"Australia",86560431,2017,10,"pais",834681,FALSE,834681
"Australia",86691006,2017,11,"pais",130575,FALSE,130575
"Australia",110651508,2017,12,"pais",23960502,FALSE,23960502
"Austria",41434,2017,1,"pais",41434,FALSE,41434
"Austria",249136,2017,2,"pais",207702,FALSE,207702
"Austria",619636,2017,3,"pais",370500,FALSE,370500
"Austria",780910,2017,4,"pais",161274,FALSE,161274
"Austria",1012129,2017,5,"pais",231219,FALSE,231219
"Austria",1202691.75,2017,6,"pais",190562.75,FALSE,190562.75
"Austria",1220348,2017,7,"pais",17656.25,FALSE,17656.25
"Austria",1411798.38,2017,8,"pais",191450.38,FALSE,191450.38
"Austria",1460783,2017,9,"pais",48984.6200000001,FALSE,48984.6200000001
"Austria",1581499,2017,10,"pais",120716,FALSE,120716
"Austria",1722071,2017,11,"pais",140572,FALSE,140572
"Austria",1860033,2017,12,"pais",137962,FALSE,137962
"Azerbaiján",9012,2017,2,"pais",9012,FALSE,9012
"Azerbaiján",9012,2017,3,"pais",0,FALSE,0
"Azerbaiján",13394,2017,4,"pais",4382,FALSE,4382
"Azerbaiján",13394,2017,5,"pais",0,FALSE,0
"Azerbaiján",13394,2017,7,"pais",0,FALSE,0
"Azerbaiján",19787.29,2017,8,"pais",6393.29,FALSE,6393.29
"Azerbaiján",20104,2017,9,"pais",316.709999999999,FALSE,316.709999999999
"Azerbaiján",20104,2017,10,"pais",0,FALSE,0
"Azerbaiján",20104,2017,11,"pais",0,FALSE,0
"Azerbaiján",24408,2017,12,"pais",4304,FALSE,4304
"Bahrein",0,2017,1,"pais",0,FALSE,0
"Bahrein",99384,2017,2,"pais",99384,FALSE,99384
"Bahrein",103994,2017,3,"pais",4610,FALSE,4610
"Bahrein",179748,2017,4,"pais",75754,FALSE,75754
"Bahrein",181057,2017,5,"pais",1309,FALSE,1309
"Bahrein",190368.62,2017,6,"pais",9311.62,FALSE,9311.62
"Bahrein",258153,2017,7,"pais",67784.38,FALSE,67784.38
"Bahrein",284557.06,2017,8,"pais",26404.06,FALSE,26404.06
"Bahrein",258153,2017,9,"pais",-26404.06,TRUE,0
"Bahrein",305514,2017,10,"pais",47361,FALSE,47361
"Bahrein",308086,2017,11,"pais",2572,FALSE,2572
"Bahrein",367315,2017,12,"pais",59229,FALSE,59229
"Bangladesh",12336633,2017,1,"pais",12336633,FALSE,12336633
"Bangladesh",32082568,2017,2,"pais",19745935,FALSE,19745935
"Bangladesh",42600581,2017,3,"pais",10518013,FALSE,10518013
"Bangladesh",62033996,2017,4,"pais",19433415,FALSE,19433415
"Bangladesh",82779321,2017,5,"pais",20745325,FALSE,20745325
"Bangladesh",98722412,2017,6,"pais",15943091,FALSE,15943091
"Bangladesh",117073464,2017,7,"pais",18351052,FALSE,18351052
"Bangladesh",169081253.88,2017,8,"pais",52007789.88,FALSE,52007789.88
"Bangladesh",214155019,2017,9,"pais",45073765.12,FALSE,45073765.12
"Bangladesh",279569239,2017,10,"pais",65414220,FALSE,65414220
"Bangladesh",289810776,2017,11,"pais",10241537,FALSE,10241537
"Bangladesh",299622182,2017,12,"pais",9811406,FALSE,9811406
"Barbados",11852,2017,1,"pais",11852,FALSE,11852
"Barbados",11852,2017,2,"pais",0,FALSE,0
"Barbados",17792,2017,3,"pais",5940,FALSE,5940
"Barbados",17792,2017,4,"pais",0,FALSE,0
"Barbados",17792,2017,5,"pais",0,FALSE,0
"Barbados",17792.4,2017,6,"pais",0.400000000001455,FALSE,0.400000000001455
"Barbados",17792,2017,7,"pais",-0.400000000001455,TRUE,0
"Barbados",17792.4,2017,8,"pais",0.400000000001455,FALSE,0.400000000001455
"Barbados",17792,2017,9,"pais",-0.400000000001455,TRUE,0
"Barbados",17792,2017,10,"pais",0,FALSE,0
"Barbados",17792,2017,11,"pais",0,FALSE,0
"Barbados",17792,2017,12,"pais",0,FALSE,0
"Benin",4162,2017,2,"pais",4162,FALSE,4162
"Benin",5681,2017,3,"pais",1519,FALSE,1519
"Benin",5681,2017,4,"pais",0,FALSE,0
"Benin",8513,2017,5,"pais",2832,FALSE,2832
"Benin",16297.59,2017,6,"pais",7784.59,FALSE,7784.59
"Benin",98800,2017,7,"pais",82502.41,FALSE,82502.41
"Benin",110721.64,2017,8,"pais",11921.64,FALSE,11921.64
"Benin",113264,2017,9,"pais",2542.36,FALSE,2542.36
"Benin",122469,2017,10,"pais",9205,FALSE,9205
"Benin",140741,2017,11,"pais",18272,FALSE,18272
"Benin",154144,2017,12,"pais",13403,FALSE,13403
"Bielorrusia",0,2017,1,"pais",0,FALSE,0
"Bielorrusia",0,2017,2,"pais",0,FALSE,0
"Bielorrusia",6309540,2017,3,"pais",6309540,FALSE,6309540
"Bielorrusia",6309540,2017,4,"pais",0,FALSE,0
"Bielorrusia",6309540,2017,5,"pais",0,FALSE,0
"Bielorrusia",6311091,2017,7,"pais",1551,FALSE,1551
"Bielorrusia",6379976.32,2017,8,"pais",68885.3200000003,FALSE,68885.3200000003
"Bielorrusia",6379696,2017,9,"pais",-280.320000000298,TRUE,0
"Bielorrusia",14478222,2017,10,"pais",8098526,FALSE,8098526
"Bielorrusia",26305249,2017,11,"pais",11827027,FALSE,11827027
"Bielorrusia",26307558,2017,12,"pais",2309,FALSE,2309
"Bolivia",4969194,2017,1,"pais",4969194,FALSE,4969194
"Bolivia",11182979,2017,2,"pais",6213785,FALSE,6213785
"Bolivia",20999298,2017,3,"pais",9816319,FALSE,9816319
"Bolivia",28648503,2017,4,"pais",7649205,FALSE,7649205
"Bolivia",36582885,2017,5,"pais",7934382,FALSE,7934382
"Bolivia",43179760.8,2017,6,"pais",6596875.8,FALSE,6596875.8
"Bolivia",50479656,2017,7,"pais",7299895.2,FALSE,7299895.2
"Bolivia",58887728,2017,8,"pais",8408072,FALSE,8408072
"Bolivia",65102216,2017,9,"pais",6214488,FALSE,6214488
"Bolivia",72767778,2017,10,"pais",7665562,FALSE,7665562
"Bolivia",80603564,2017,11,"pais",7835786,FALSE,7835786
"Bolivia",87240659,2017,12,"pais",6637095,FALSE,6637095
"Bosnia Herzegovina",4528,2017,1,"pais",4528,FALSE,4528
"Bosnia Herzegovina",4528,2017,2,"pais",0,FALSE,0
"Bosnia Herzegovina",5892,2017,3,"pais",1364,FALSE,1364
"Bosnia Herzegovina",5892,2017,4,"pais",0,FALSE,0
"Bosnia Herzegovina",5892,2017,5,"pais",0,FALSE,0
"Bosnia Herzegovina",5891.99,2017,6,"pais",-0.0100000000002183,TRUE,0
"Bosnia Herzegovina",7246,2017,7,"pais",1354.01,FALSE,1354.01
"Bosnia Herzegovina",8554.34,2017,8,"pais",1308.34,FALSE,1308.34
"Bosnia Herzegovina",7246,2017,9,"pais",-1308.34,TRUE,0
"Bosnia Herzegovina",12249,2017,10,"pais",5003,FALSE,5003
"Bosnia Herzegovina",20022,2017,11,"pais",7773,FALSE,7773
"Bosnia Herzegovina",26745,2017,12,"pais",6723,FALSE,6723
"Brasil",99245048,2017,1,"pais",99245048,FALSE,99245048
"Brasil",154569913,2017,2,"pais",55324865,FALSE,55324865
"Brasil",224741389,2017,3,"pais",70171476,FALSE,70171476
"Brasil",322459412,2017,4,"pais",97718023,FALSE,97718023
"Brasil",440670300,2017,5,"pais",118210888,FALSE,118210888
"Brasil",544474206.21,2017,6,"pais",103803906.21,FALSE,103803906.21
"Brasil",628342128,2017,7,"pais",83867921.79,FALSE,83867921.79
"Brasil",732681603.23,2017,8,"pais",104339475.23,FALSE,104339475.23
"Brasil",859575610,2017,9,"pais",126894006.77,FALSE,126894006.77
"Brasil",961655127,2017,10,"pais",102079517,FALSE,102079517
"Brasil",1045741191,2017,11,"pais",84086064,FALSE,84086064
"Brasil",1164271044,2017,12,"pais",118529853,FALSE,118529853
"Brunei",0,2017,2,"pais",0,FALSE,0
"Brunei",848028,2017,3,"pais",848028,FALSE,848028
"Brunei",848028,2017,4,"pais",0,FALSE,0
"Brunei",848028,2017,5,"pais",0,FALSE,0
"Brunei",1669618,2017,7,"pais",821590,FALSE,821590
"Brunei",1708177.05,2017,8,"pais",38559.05,FALSE,38559.05
"Brunei",1669618,2017,9,"pais",-38559.05,TRUE,0
"Brunei",1669618,2017,10,"pais",0,FALSE,0
"Brunei",2811357,2017,11,"pais",1141739,FALSE,1141739
"Brunei",2868052,2017,12,"pais",56695,FALSE,56695
"Bulgaria",0,2017,1,"pais",0,FALSE,0
"Bulgaria",0,2017,2,"pais",0,FALSE,0
"Bulgaria",186191,2017,3,"pais",186191,FALSE,186191
"Bulgaria",186191,2017,4,"pais",0,FALSE,0
"Bulgaria",685124,2017,5,"pais",498933,FALSE,498933
"Bulgaria",685123.73,2017,6,"pais",-0.270000000018626,TRUE,0
"Bulgaria",687694,2017,7,"pais",2570.27000000002,FALSE,2570.27000000002
"Bulgaria",691870.56,2017,8,"pais",4176.56000000006,FALSE,4176.56000000006
"Bulgaria",692542,2017,9,"pais",671.439999999944,FALSE,671.439999999944
"Bulgaria",692878,2017,10,"pais",336,FALSE,336
"Bulgaria",692878,2017,11,"pais",0,FALSE,0
"Bulgaria",722714,2017,12,"pais",29836,FALSE,29836
"Burkina Faso",0,2017,1,"pais",0,FALSE,0
"Burkina Faso",2997,2017,2,"pais",2997,FALSE,2997
"Burkina Faso",2997,2017,3,"pais",0,FALSE,0
"Burkina Faso",2997,2017,4,"pais",0,FALSE,0
"Burkina Faso",4360,2017,5,"pais",1363,FALSE,1363
"Burkina Faso",175694.2,2017,6,"pais",171334.2,FALSE,171334.2
"Burkina Faso",175694,2017,7,"pais",-0.200000000011642,TRUE,0
"Burkina Faso",365704,2017,8,"pais",190010,FALSE,190010
"Burkina Faso",385136,2017,9,"pais",19432,FALSE,19432
"Burkina Faso",385136,2017,10,"pais",0,FALSE,0
"Burkina Faso",385136,2017,11,"pais",0,FALSE,0
"Burkina Faso",496327,2017,12,"pais",111191,FALSE,111191
"Burundi",84010,2017,2,"pais",84010,FALSE,84010
"Burundi",455416,2017,3,"pais",371406,FALSE,371406
"Burundi",455416,2017,4,"pais",0,FALSE,0
"Burundi",455416,2017,5,"pais",0,FALSE,0
"Burundi",455416.38,2017,6,"pais",0.380000000004657,FALSE,0.380000000004657
"Burundi",455416,2017,7,"pais",-0.380000000004657,TRUE,0
"Burundi",434253.39,2017,8,"pais",-21162.61,TRUE,0
"Burundi",455416,2017,9,"pais",21162.61,FALSE,21162.61
"Burundi",455416,2017,10,"pais",0,FALSE,0
"Burundi",455416,2017,11,"pais",0,FALSE,0
"Burundi",551533,2017,12,"pais",96117,FALSE,96117
"Bélgica",6090271,2017,1,"pais",6090271,FALSE,6090271
"Bélgica",15261511,2017,2,"pais",9171240,FALSE,9171240
"Bélgica",15725779,2017,3,"pais",464268,FALSE,464268
"Bélgica",21407415,2017,4,"pais",5681636,FALSE,5681636
"Bélgica",28261547,2017,5,"pais",6854132,FALSE,6854132
"Bélgica",28790645.07,2017,6,"pais",529098.07,FALSE,529098.07
"Bélgica",34766103,2017,7,"pais",5975457.93,FALSE,5975457.93
"Bélgica",40980361.7,2017,8,"pais",6214258.7,FALSE,6214258.7
"Bélgica",41660104,2017,9,"pais",679742.299999997,FALSE,679742.299999997
"Bélgica",54723038,2017,10,"pais",13062934,FALSE,13062934
"Bélgica",54994393,2017,11,"pais",271355,FALSE,271355
"Bélgica",68344858,2017,12,"pais",13350465,FALSE,13350465
"Cabo Verde",0,2017,1,"pais",0,FALSE,0
"Cabo Verde",0,2017,2,"pais",0,FALSE,0
"Cabo Verde",0,2017,3,"pais",0,FALSE,0
"Cabo Verde",0,2017,4,"pais",0,FALSE,0
"Cabo Verde",231030,2017,5,"pais",231030,FALSE,231030
"Cabo Verde",231029.6,2017,6,"pais",-0.399999999994179,TRUE,0
"Cabo Verde",302397,2017,7,"pais",71367.4,FALSE,71367.4
"Cabo Verde",501711.97,2017,8,"pais",199314.97,FALSE,199314.97
"Cabo Verde",424954,2017,9,"pais",-76757.97,TRUE,0
"Cabo Verde",424954,2017,10,"pais",0,FALSE,0
"Cabo Verde",424954,2017,11,"pais",0,FALSE,0
"Cabo Verde",502570,2017,12,"pais",77616,FALSE,77616
"Camboya (ex Kampuchea)",393501,2017,1,"pais",393501,FALSE,393501
"Camboya (ex Kampuchea)",435165,2017,2,"pais",41664,FALSE,41664
"Camboya (ex Kampuchea)",467537,2017,3,"pais",32372,FALSE,32372
"Camboya (ex Kampuchea)",646912,2017,4,"pais",179375,FALSE,179375
"Camboya (ex Kampuchea)",737632,2017,5,"pais",90720,FALSE,90720
"Camboya (ex Kampuchea)",929164,2017,7,"pais",191532,FALSE,191532
"Camboya (ex Kampuchea)",1059179.77,2017,8,"pais",130015.77,FALSE,130015.77
"Camboya (ex Kampuchea)",1377961,2017,9,"pais",318781.23,FALSE,318781.23
"Camboya (ex Kampuchea)",1592739,2017,10,"pais",214778,FALSE,214778
"Camboya (ex Kampuchea)",1719245,2017,11,"pais",126506,FALSE,126506
"Camboya (ex Kampuchea)",1731797,2017,12,"pais",12552,FALSE,12552
"Camerún",0,2017,1,"pais",0,FALSE,0
"Camerún",519945,2017,2,"pais",519945,FALSE,519945
"Camerún",519945,2017,3,"pais",0,FALSE,0
"Camerún",3787187,2017,4,"pais",3267242,FALSE,3267242
"Camerún",3787187,2017,5,"pais",0,FALSE,0
"Camerún",3790150.19,2017,6,"pais",2963.18999999994,FALSE,2963.18999999994
"Camerún",4235141,2017,7,"pais",444990.81,FALSE,444990.81
"Camerún",4335459.6,2017,8,"pais",100318.6,FALSE,100318.6
"Camerún",6485580,2017,9,"pais",2150120.4,FALSE,2150120.4
"Camerún",8330580,2017,10,"pais",1845000,FALSE,1845000
"Camerún",8501599,2017,11,"pais",171019,FALSE,171019
"Camerún",8551764,2017,12,"pais",50165,FALSE,50165
"Canadá",73695,2017,1,"pais",73695,FALSE,73695
"Canadá",169293,2017,2,"pais",95598,FALSE,95598
"Canadá",314035,2017,3,"pais",144742,FALSE,144742
"Canadá",397432,2017,4,"pais",83397,FALSE,83397
"Canadá",597314,2017,5,"pais",199882,FALSE,199882
"Canadá",729066,2017,6,"pais",131752,FALSE,131752
"Canadá",983455,2017,7,"pais",254389,FALSE,254389
"Canadá",1088747.93,2017,8,"pais",105292.93,FALSE,105292.93
"Canadá",1327685,2017,9,"pais",238937.07,FALSE,238937.07
"Canadá",1532532,2017,10,"pais",204847,FALSE,204847
"Canadá",1827816,2017,11,"pais",295284,FALSE,295284
"Canadá",1899896,2017,12,"pais",72080,FALSE,72080
"Chile",37797441,2017,1,"pais",37797441,FALSE,37797441
"Chile",56989153,2017,2,"pais",19191712,FALSE,19191712
"Chile",89324545,2017,3,"pais",32335392,FALSE,32335392
"Chile",120355515,2017,4,"pais",31030970,FALSE,31030970
"Chile",146264537,2017,5,"pais",25909022,FALSE,25909022
"Chile",170138026.05,2017,6,"pais",23873489.05,FALSE,23873489.05
"Chile",197323680,2017,7,"pais",27185653.95,FALSE,27185653.95
"Chile",240783483,2017,8,"pais",43459803,FALSE,43459803
"Chile",258154340,2017,9,"pais",17370857,FALSE,17370857
"Chile",290153961,2017,10,"pais",31999621,FALSE,31999621
"Chile",311205088,2017,11,"pais",21051127,FALSE,21051127
"Chile",339727178,2017,12,"pais",28522090,FALSE,28522090
"China",20674175,2017,1,"pais",20674175,FALSE,20674175
"China",36487732,2017,2,"pais",15813557,FALSE,15813557
"China",52352738,2017,3,"pais",15865006,FALSE,15865006
"China",103909587,2017,4,"pais",51556849,FALSE,51556849
"China",201667267,2017,5,"pais",97757680,FALSE,97757680
"China",286965843.93,2017,6,"pais",85298576.93,FALSE,85298576.93
"China",337404578,2017,7,"pais",50438734.07,FALSE,50438734.07
"China",458505383.61,2017,8,"pais",121100805.61,FALSE,121100805.61
"China",469364786,2017,9,"pais",10859402.39,FALSE,10859402.39
"China",521945994,2017,10,"pais",52581208,FALSE,52581208
"China",547862235,2017,11,"pais",25916241,FALSE,25916241
"China",660387319,2017,12,"pais",112525084,FALSE,112525084
"Chipre",2704301,2017,1,"pais",2704301,FALSE,2704301
"Chipre",2704301,2017,2,"pais",0,FALSE,0
"Chipre",2707233,2017,3,"pais",2932,FALSE,2932
"Chipre",4562173,2017,4,"pais",1854940,FALSE,1854940
"Chipre",4562173,2017,5,"pais",0,FALSE,0
"Chipre",4566249.38,2017,6,"pais",4076.37999999989,FALSE,4076.37999999989
"Chipre",4567558,2017,7,"pais",1308.62000000011,FALSE,1308.62000000011
"Chipre",8242636.96,2017,8,"pais",3675078.96,FALSE,3675078.96
"Chipre",8241646,2017,9,"pais",-990.959999999963,TRUE,0
"Chipre",10336767,2017,10,"pais",2095121,FALSE,2095121
"Chipre",10339241,2017,11,"pais",2474,FALSE,2474
"Chipre",10348994,2017,12,"pais",9753,FALSE,9753
"Colombia",5184812,2017,1,"pais",5184812,FALSE,5184812
"Colombia",9400914,2017,2,"pais",4216102,FALSE,4216102
"Colombia",21132867,2017,3,"pais",11731953,FALSE,11731953
"Colombia",25651804,2017,4,"pais",4518937,FALSE,4518937
"Colombia",27780375,2017,5,"pais",2128571,FALSE,2128571
"Colombia",31836336.32,2017,6,"pais",4055961.32,FALSE,4055961.32
"Colombia",34812774,2017,7,"pais",2976437.68,FALSE,2976437.68
"Colombia",37529996.72,2017,8,"pais",2717222.72,FALSE,2717222.72
"Colombia",39865970,2017,9,"pais",2335973.28,FALSE,2335973.28
"Colombia",41734007,2017,10,"pais",1868037,FALSE,1868037
"Colombia",46840553,2017,11,"pais",5106546,FALSE,5106546
"Colombia",50169004,2017,12,"pais",3328451,FALSE,3328451
"Colonia (Uruguay)",19525,2017,1,"pais",19525,FALSE,19525
"Colonia (Uruguay)",19525,2017,2,"pais",0,FALSE,0
"Colonia (Uruguay)",19525,2017,3,"pais",0,FALSE,0
"Colonia (Uruguay)",39050,2017,4,"pais",19525,FALSE,19525
"Colonia (Uruguay)",58575,2017,5,"pais",19525,FALSE,19525
"Colonia (Uruguay)",78100,2017,7,"pais",19525,FALSE,19525
"Colonia (Uruguay)",97625,2017,8,"pais",19525,FALSE,19525
"Colonia (Uruguay)",97625,2017,9,"pais",0,FALSE,0
"Colonia (Uruguay)",117150,2017,10,"pais",19525,FALSE,19525
"Colonia (Uruguay)",117150,2017,11,"pais",0,FALSE,0
"Colonia (Uruguay)",117150,2017,12,"pais",0,FALSE,0
"Confidencial",68971077.73,2017,6,"pais",68971077.73,FALSE,68971077.73
"Congo",14504,2017,1,"pais",14504,FALSE,14504
"Congo",646507,2017,2,"pais",632003,FALSE,632003
